Id,week,region_code,region_name,TauxGrippe
6305,201117,74,LIMOUSIN,0
6306,201117,41,LORRAINE,0
6307,201117,73,MIDI-PYRENEES,3
6308,201117,31,NORD-PAS-DE-CALAIS,5
6309,201117,52,PAYS-DE-LA-LOIRE,4
6310,201117,22,PICARDIE,0
6311,201117,54,POITOU-CHARENTES,11
6312,201117,93,PROVENCE-ALPES-COTE-D-AZUR,13
6313,201117,11,ILE-DE-FRANCE,3
6314,201117,82,RHONE-ALPES,0
6315,201116,42,ALSACE,0
6316,201116,72,AQUITAINE,11
6317,201116,83,AUVERGNE,0
6318,201116,25,BASSE-NORMANDIE,0
6319,201116,26,BOURGOGNE,0
6320,201116,53,BRETAGNE,15
6321,201116,24,CENTRE,0
6322,201116,21,CHAMPAGNE-ARDENNE,0
6323,201116,94,CORSE,0
6324,201116,43,FRANCHE-COMTE,0
6325,201116,23,HAUTE-NORMANDIE,0
6326,201116,91,LANGUEDOC-ROUSSILLON,0
6327,201116,74,LIMOUSIN,33
6328,201116,41,LORRAINE,0
6329,201116,73,MIDI-PYRENEES,19
6330,201116,31,NORD-PAS-DE-CALAIS,0
6331,201116,52,PAYS-DE-LA-LOIRE,0
6332,201116,22,PICARDIE,0
6333,201116,54,POITOU-CHARENTES,0
6334,201116,93,PROVENCE-ALPES-COTE-D-AZUR,0
6335,201116,11,ILE-DE-FRANCE,7
6336,201116,82,RHONE-ALPES,5
6337,201115,42,ALSACE,0
6338,201115,72,AQUITAINE,35
6339,201115,83,AUVERGNE,0
6340,201115,25,BASSE-NORMANDIE,0
6341,201115,26,BOURGOGNE,0
6342,201115,53,BRETAGNE,21
6343,201115,24,CENTRE,0
6344,201115,21,CHAMPAGNE-ARDENNE,0
6345,201115,94,CORSE,0
6346,201115,43,FRANCHE-COMTE,8
6347,201115,23,HAUTE-NORMANDIE,0
6348,201115,91,LANGUEDOC-ROUSSILLON,0
6349,201115,74,LIMOUSIN,100
6350,201115,41,LORRAINE,0
6351,201115,73,MIDI-PYRENEES,0
6352,201115,31,NORD-PAS-DE-CALAIS,11
6353,201115,52,PAYS-DE-LA-LOIRE,7
6354,201115,22,PICARDIE,0
6355,201115,54,POITOU-CHARENTES,56
6356,201115,93,PROVENCE-ALPES-COTE-D-AZUR,3
6357,201115,11,ILE-DE-FRANCE,6
6358,201115,82,RHONE-ALPES,6
6359,201114,42,ALSACE,0
6360,201114,72,AQUITAINE,2
6361,201114,83,AUVERGNE,0
6362,201114,25,BASSE-NORMANDIE,0
6363,201114,26,BOURGOGNE,0
6364,201114,53,BRETAGNE,29
6365,201114,24,CENTRE,4
6366,201114,21,CHAMPAGNE-ARDENNE,20
6367,201114,94,CORSE,0
6368,201114,43,FRANCHE-COMTE,6
6369,201114,23,HAUTE-NORMANDIE,0
6370,201114,91,LANGUEDOC-ROUSSILLON,24
6371,201114,74,LIMOUSIN,60
6372,201114,41,LORRAINE,0
6373,201114,73,MIDI-PYRENEES,0
6374,201114,31,NORD-PAS-DE-CALAIS,38
6375,201114,52,PAYS-DE-LA-LOIRE,1
6376,201114,22,PICARDIE,6
6377,201114,54,POITOU-CHARENTES,22
6378,201114,93,PROVENCE-ALPES-COTE-D-AZUR,3
6379,201114,11,ILE-DE-FRANCE,4
6380,201114,82,RHONE-ALPES,24
6381,201113,42,ALSACE,0
6382,201113,72,AQUITAINE,28
6383,201113,83,AUVERGNE,11
6384,201113,25,BASSE-NORMANDIE,0
6385,201113,26,BOURGOGNE,0
6386,201113,53,BRETAGNE,17
6387,201113,24,CENTRE,24
6388,201113,21,CHAMPAGNE-ARDENNE,0
6389,201113,94,CORSE,0
6390,201113,43,FRANCHE-COMTE,10
6391,201113,23,HAUTE-NORMANDIE,12
6392,201113,91,LANGUEDOC-ROUSSILLON,11
6393,201113,74,LIMOUSIN,4
6394,201113,41,LORRAINE,3
6395,201113,73,MIDI-PYRENEES,0
6396,201113,31,NORD-PAS-DE-CALAIS,0
6397,201113,52,PAYS-DE-LA-LOIRE,4
6398,201113,22,PICARDIE,5
6399,201113,54,POITOU-CHARENTES,1
6400,201113,93,PROVENCE-ALPES-COTE-D-AZUR,3
6401,201113,11,ILE-DE-FRANCE,16
6402,201113,82,RHONE-ALPES,40
6403,201112,42,ALSACE,0
6404,201112,72,AQUITAINE,76
6405,201112,83,AUVERGNE,20
6406,201112,25,BASSE-NORMANDIE,8
6407,201112,26,BOURGOGNE,0
6408,201112,53,BRETAGNE,19
6409,201112,24,CENTRE,10
6410,201112,21,CHAMPAGNE-ARDENNE,5
6411,201112,94,CORSE,0
6412,201112,43,FRANCHE-COMTE,44
6413,201112,23,HAUTE-NORMANDIE,0
6414,201112,91,LANGUEDOC-ROUSSILLON,64
6415,201112,74,LIMOUSIN,89
6416,201112,41,LORRAINE,13
6417,201112,73,MIDI-PYRENEES,6
6418,201112,31,NORD-PAS-DE-CALAIS,0
6419,201112,52,PAYS-DE-LA-LOIRE,13
6420,201112,22,PICARDIE,0
6421,201112,54,POITOU-CHARENTES,8
6422,201112,93,PROVENCE-ALPES-COTE-D-AZUR,0
6423,201112,11,ILE-DE-FRANCE,12
6424,201112,82,RHONE-ALPES,14
6425,201111,42,ALSACE,18
6426,201111,72,AQUITAINE,9
6427,201111,83,AUVERGNE,39
6428,201111,25,BASSE-NORMANDIE,0
6429,201111,26,BOURGOGNE,0
6430,201111,53,BRETAGNE,15
6431,201111,24,CENTRE,15
6432,201111,21,CHAMPAGNE-ARDENNE,35
6433,201111,94,CORSE,5
6434,201111,43,FRANCHE-COMTE,10
6435,201111,23,HAUTE-NORMANDIE,9
6436,201111,91,LANGUEDOC-ROUSSILLON,71
6437,201111,74,LIMOUSIN,93
6438,201111,41,LORRAINE,18
6439,201111,73,MIDI-PYRENEES,1
6440,201111,31,NORD-PAS-DE-CALAIS,0
6441,201111,52,PAYS-DE-LA-LOIRE,6
6442,201111,22,PICARDIE,17
6443,201111,54,POITOU-CHARENTES,9
6444,201111,93,PROVENCE-ALPES-COTE-D-AZUR,26
6445,201111,11,ILE-DE-FRANCE,13
6446,201111,82,RHONE-ALPES,66
6447,201110,42,ALSACE,25
6448,201110,72,AQUITAINE,38
6449,201110,83,AUVERGNE,73
6450,201110,25,BASSE-NORMANDIE,19
6451,201110,26,BOURGOGNE,0
6452,201110,53,BRETAGNE,24
6453,201110,24,CENTRE,23
6454,201110,21,CHAMPAGNE-ARDENNE,116
6455,201110,94,CORSE,30
6456,201110,43,FRANCHE-COMTE,13
6457,201110,23,HAUTE-NORMANDIE,12
6458,201110,91,LANGUEDOC-ROUSSILLON,138
6459,201110,74,LIMOUSIN,140
6460,201110,41,LORRAINE,27
6461,201110,73,MIDI-PYRENEES,4
6462,201110,31,NORD-PAS-DE-CALAIS,67
6463,201110,52,PAYS-DE-LA-LOIRE,50
6464,201110,22,PICARDIE,37
6465,201110,54,POITOU-CHARENTES,121
6466,201110,93,PROVENCE-ALPES-COTE-D-AZUR,67
6467,201110,11,ILE-DE-FRANCE,29
6468,201110,82,RHONE-ALPES,73
6469,201109,42,ALSACE,39
6470,201109,72,AQUITAINE,93
6471,201109,83,AUVERGNE,190
6472,201109,25,BASSE-NORMANDIE,12
6473,201109,26,BOURGOGNE,0
6474,201109,53,BRETAGNE,53
6475,201109,24,CENTRE,45
6476,201109,21,CHAMPAGNE-ARDENNE,168
6477,201109,94,CORSE,97
6478,201109,43,FRANCHE-COMTE,33
6479,201109,23,HAUTE-NORMANDIE,61
6480,201109,91,LANGUEDOC-ROUSSILLON,171
6481,201109,74,LIMOUSIN,290
6482,201109,41,LORRAINE,46
6483,201109,73,MIDI-PYRENEES,45
6484,201109,31,NORD-PAS-DE-CALAIS,12
6485,201109,52,PAYS-DE-LA-LOIRE,10
6486,201109,22,PICARDIE,40
6487,201109,54,POITOU-CHARENTES,101
6488,201109,93,PROVENCE-ALPES-COTE-D-AZUR,122
6489,201109,11,ILE-DE-FRANCE,34
6490,201109,82,RHONE-ALPES,163
6491,201108,42,ALSACE,315
6492,201108,72,AQUITAINE,118
6493,201108,83,AUVERGNE,256
6494,201108,25,BASSE-NORMANDIE,11
6495,201108,26,BOURGOGNE,0
6496,201108,53,BRETAGNE,148
6497,201108,24,CENTRE,22
6498,201108,21,CHAMPAGNE-ARDENNE,181
6499,201108,94,CORSE,118
6500,201108,43,FRANCHE-COMTE,67
6501,201108,23,HAUTE-NORMANDIE,105
6502,201108,91,LANGUEDOC-ROUSSILLON,296
6503,201108,74,LIMOUSIN,498
6504,201108,41,LORRAINE,109
6505,201108,73,MIDI-PYRENEES,43
6506,201108,31,NORD-PAS-DE-CALAIS,53
6507,201108,52,PAYS-DE-LA-LOIRE,35
6508,201108,22,PICARDIE,52
6509,201108,54,POITOU-CHARENTES,125
6510,201108,93,PROVENCE-ALPES-COTE-D-AZUR,104
6511,201108,11,ILE-DE-FRANCE,31
6512,201108,82,RHONE-ALPES,312
6513,201107,42,ALSACE,162
6514,201107,72,AQUITAINE,267
6515,201107,83,AUVERGNE,504
6516,201107,25,BASSE-NORMANDIE,20
6517,201107,26,BOURGOGNE,60
6518,201107,53,BRETAGNE,163
6519,201107,24,CENTRE,102
6520,201107,21,CHAMPAGNE-ARDENNE,454
6521,201107,94,CORSE,320
6522,201107,43,FRANCHE-COMTE,201
6523,201107,23,HAUTE-NORMANDIE,111
6524,201107,91,LANGUEDOC-ROUSSILLON,389
6525,201107,74,LIMOUSIN,445
6526,201107,41,LORRAINE,208
6527,201107,73,MIDI-PYRENEES,254
6528,201107,31,NORD-PAS-DE-CALAIS,76
6529,201107,52,PAYS-DE-LA-LOIRE,102
6530,201107,22,PICARDIE,60
6531,201107,54,POITOU-CHARENTES,311
6532,201107,93,PROVENCE-ALPES-COTE-D-AZUR,340
6533,201107,11,ILE-DE-FRANCE,78
6534,201107,82,RHONE-ALPES,355
6535,201106,42,ALSACE,391
6536,201106,72,AQUITAINE,325
6537,201106,83,AUVERGNE,786
6538,201106,25,BASSE-NORMANDIE,44
6539,201106,26,BOURGOGNE,91
6540,201106,53,BRETAGNE,219
6541,201106,24,CENTRE,291
6542,201106,21,CHAMPAGNE-ARDENNE,474
6543,201106,94,CORSE,405
6544,201106,43,FRANCHE-COMTE,299
6545,201106,23,HAUTE-NORMANDIE,94
6546,201106,91,LANGUEDOC-ROUSSILLON,493
6547,201106,74,LIMOUSIN,828
6548,201106,41,LORRAINE,308
6549,201106,73,MIDI-PYRENEES,216
6550,201106,31,NORD-PAS-DE-CALAIS,79
6551,201106,52,PAYS-DE-LA-LOIRE,208
6552,201106,22,PICARDIE,152
6553,201106,54,POITOU-CHARENTES,490
6554,201106,93,PROVENCE-ALPES-COTE-D-AZUR,470
6555,201106,11,ILE-DE-FRANCE,164
6556,201106,82,RHONE-ALPES,624
6557,201105,42,ALSACE,510
6558,201105,72,AQUITAINE,463
6559,201105,83,AUVERGNE,848
6560,201105,25,BASSE-NORMANDIE,59
6561,201105,26,BOURGOGNE,175
6562,201105,53,BRETAGNE,397
6563,201105,24,CENTRE,424
6564,201105,21,CHAMPAGNE-ARDENNE,584
6565,201105,94,CORSE,584
6566,201105,43,FRANCHE-COMTE,477
6567,201105,23,HAUTE-NORMANDIE,94
6568,201105,91,LANGUEDOC-ROUSSILLON,436
6569,201105,74,LIMOUSIN,789
6570,201105,41,LORRAINE,448
6571,201105,73,MIDI-PYRENEES,478
6572,201105,31,NORD-PAS-DE-CALAIS,364
6573,201105,52,PAYS-DE-LA-LOIRE,256
6574,201105,22,PICARDIE,183
6575,201105,54,POITOU-CHARENTES,557
6576,201105,93,PROVENCE-ALPES-COTE-D-AZUR,559
6577,201105,11,ILE-DE-FRANCE,194
6578,201105,82,RHONE-ALPES,848
6579,201104,42,ALSACE,394
6580,201104,72,AQUITAINE,314
6581,201104,83,AUVERGNE,752
6582,201104,25,BASSE-NORMANDIE,105
6583,201104,26,BOURGOGNE,182
6584,201104,53,BRETAGNE,430
6585,201104,24,CENTRE,432
6586,201104,21,CHAMPAGNE-ARDENNE,594
6587,201104,94,CORSE,1303
6588,201104,43,FRANCHE-COMTE,388
6589,201104,23,HAUTE-NORMANDIE,159
6590,201104,91,LANGUEDOC-ROUSSILLON,728
6591,201104,74,LIMOUSIN,980
6592,201104,41,LORRAINE,347
6593,201104,73,MIDI-PYRENEES,583
6594,201104,31,NORD-PAS-DE-CALAIS,534
6595,201104,52,PAYS-DE-LA-LOIRE,80
6596,201104,22,PICARDIE,414
6597,201104,54,POITOU-CHARENTES,746
6598,201104,93,PROVENCE-ALPES-COTE-D-AZUR,548
6599,201104,11,ILE-DE-FRANCE,229
6600,201104,82,RHONE-ALPES,922
6601,201103,42,ALSACE,219
6602,201103,72,AQUITAINE,229
6603,201103,83,AUVERGNE,568
6604,201103,25,BASSE-NORMANDIE,187
6605,201103,26,BOURGOGNE,140
6606,201103,53,BRETAGNE,427
6607,201103,24,CENTRE,653
6608,201103,21,CHAMPAGNE-ARDENNE,529
6609,201103,94,CORSE,949
6610,201103,43,FRANCHE-COMTE,225
6611,201103,23,HAUTE-NORMANDIE,264
6612,201103,91,LANGUEDOC-ROUSSILLON,618
6613,201103,74,LIMOUSIN,905
6614,201103,41,LORRAINE,278
6615,201103,73,MIDI-PYRENEES,520
6616,201103,31,NORD-PAS-DE-CALAIS,922
6617,201103,52,PAYS-DE-LA-LOIRE,201
6618,201103,22,PICARDIE,278
6619,201103,54,POITOU-CHARENTES,435
6620,201103,93,PROVENCE-ALPES-COTE-D-AZUR,490
6621,201103,11,ILE-DE-FRANCE,232
6622,201103,82,RHONE-ALPES,665
6623,201102,42,ALSACE,359
6624,201102,72,AQUITAINE,290
6625,201102,83,AUVERGNE,376
6626,201102,25,BASSE-NORMANDIE,389
6627,201102,26,BOURGOGNE,167
6628,201102,53,BRETAGNE,540
6629,201102,24,CENTRE,657
6630,201102,21,CHAMPAGNE-ARDENNE,430
6631,201102,94,CORSE,515
6632,201102,43,FRANCHE-COMTE,302
6633,201102,23,HAUTE-NORMANDIE,281
6634,201102,91,LANGUEDOC-ROUSSILLON,474
6635,201102,74,LIMOUSIN,757
6636,201102,41,LORRAINE,185
6637,201102,73,MIDI-PYRENEES,258
6638,201102,31,NORD-PAS-DE-CALAIS,1555
6639,201102,52,PAYS-DE-LA-LOIRE,293
6640,201102,22,PICARDIE,442
6641,201102,54,POITOU-CHARENTES,542
6642,201102,93,PROVENCE-ALPES-COTE-D-AZUR,385
6643,201102,11,ILE-DE-FRANCE,310
6644,201102,82,RHONE-ALPES,484
6645,201101,42,ALSACE,234
6646,201101,72,AQUITAINE,181
6647,201101,83,AUVERGNE,369
6648,201101,25,BASSE-NORMANDIE,553
6649,201101,26,BOURGOGNE,134
6650,201101,53,BRETAGNE,494
6651,201101,24,CENTRE,506
6652,201101,21,CHAMPAGNE-ARDENNE,488
6653,201101,94,CORSE,359
6654,201101,43,FRANCHE-COMTE,287
6655,201101,23,HAUTE-NORMANDIE,191
6656,201101,91,LANGUEDOC-ROUSSILLON,367
6657,201101,74,LIMOUSIN,872
6658,201101,41,LORRAINE,162
6659,201101,73,MIDI-PYRENEES,123
6660,201101,31,NORD-PAS-DE-CALAIS,1573
6661,201101,52,PAYS-DE-LA-LOIRE,344
6662,201101,22,PICARDIE,393
6663,201101,54,POITOU-CHARENTES,594
6664,201101,93,PROVENCE-ALPES-COTE-D-AZUR,302
6665,201101,11,ILE-DE-FRANCE,496
6666,201101,82,RHONE-ALPES,431
6667,201052,42,ALSACE,118
6668,201052,72,AQUITAINE,115
6669,201052,83,AUVERGNE,210
6670,201052,25,BASSE-NORMANDIE,444
6671,201052,26,BOURGOGNE,50
6672,201052,53,BRETAGNE,317
6673,201052,24,CENTRE,450
6674,201052,21,CHAMPAGNE-ARDENNE,456
6675,201052,94,CORSE,240
6676,201052,43,FRANCHE-COMTE,269
6677,201052,23,HAUTE-NORMANDIE,121
6678,201052,91,LANGUEDOC-ROUSSILLON,296
6679,201052,74,LIMOUSIN,294
6680,201052,41,LORRAINE,118
6681,201052,73,MIDI-PYRENEES,91
6682,201052,31,NORD-PAS-DE-CALAIS,569
6683,201052,52,PAYS-DE-LA-LOIRE,407
6684,201052,22,PICARDIE,233
6685,201052,54,POITOU-CHARENTES,566
6686,201052,93,PROVENCE-ALPES-COTE-D-AZUR,198
6687,201052,11,ILE-DE-FRANCE,466
6688,201052,82,RHONE-ALPES,269
6689,201051,42,ALSACE,151
6690,201051,72,AQUITAINE,169
6691,201051,83,AUVERGNE,105
6692,201051,25,BASSE-NORMANDIE,319
6693,201051,26,BOURGOGNE,81
6694,201051,53,BRETAGNE,270
6695,201051,24,CENTRE,334
6696,201051,21,CHAMPAGNE-ARDENNE,157
6697,201051,94,CORSE,61
6698,201051,43,FRANCHE-COMTE,278
6699,201051,23,HAUTE-NORMANDIE,260
6700,201051,91,LANGUEDOC-ROUSSILLON,93
6701,201051,74,LIMOUSIN,203
6702,201051,41,LORRAINE,49
6703,201051,73,MIDI-PYRENEES,86
6704,201051,31,NORD-PAS-DE-CALAIS,372
6705,201051,52,PAYS-DE-LA-LOIRE,198
6706,201051,22,PICARDIE,215
6707,201051,54,POITOU-CHARENTES,344
6708,201051,93,PROVENCE-ALPES-COTE-D-AZUR,113
6709,201051,11,ILE-DE-FRANCE,345
6710,201051,82,RHONE-ALPES,175
6711,201050,42,ALSACE,45
6712,201050,72,AQUITAINE,131
6713,201050,83,AUVERGNE,50
6714,201050,25,BASSE-NORMANDIE,459
6715,201050,26,BOURGOGNE,4
6716,201050,53,BRETAGNE,132
6717,201050,24,CENTRE,197
6718,201050,21,CHAMPAGNE-ARDENNE,102
6719,201050,94,CORSE,23
6720,201050,43,FRANCHE-COMTE,188
6721,201050,23,HAUTE-NORMANDIE,91
6722,201050,91,LANGUEDOC-ROUSSILLON,61
6723,201050,74,LIMOUSIN,236
6724,201050,41,LORRAINE,39
6725,201050,73,MIDI-PYRENEES,12
6726,201050,31,NORD-PAS-DE-CALAIS,253
6727,201050,52,PAYS-DE-LA-LOIRE,142
6728,201050,22,PICARDIE,155
6729,201050,54,POITOU-CHARENTES,105
6730,201050,93,PROVENCE-ALPES-COTE-D-AZUR,53
6731,201050,11,ILE-DE-FRANCE,271
6732,201050,82,RHONE-ALPES,80
6733,201049,42,ALSACE,69
6734,201049,72,AQUITAINE,16
6735,201049,83,AUVERGNE,15
6736,201049,25,BASSE-NORMANDIE,198
6737,201049,26,BOURGOGNE,56
6738,201049,53,BRETAGNE,67
6739,201049,24,CENTRE,15
6740,201049,21,CHAMPAGNE-ARDENNE,113
6741,201049,94,CORSE,38
6742,201049,43,FRANCHE-COMTE,151
6743,201049,23,HAUTE-NORMANDIE,34
6744,201049,91,LANGUEDOC-ROUSSILLON,69
6745,201049,74,LIMOUSIN,259
6746,201049,41,LORRAINE,19
6747,201049,73,MIDI-PYRENEES,86
6748,201049,31,NORD-PAS-DE-CALAIS,44
6749,201049,52,PAYS-DE-LA-LOIRE,64
6750,201049,22,PICARDIE,49
6751,201049,54,POITOU-CHARENTES,11
6752,201049,93,PROVENCE-ALPES-COTE-D-AZUR,72
6753,201049,11,ILE-DE-FRANCE,175
6754,201049,82,RHONE-ALPES,56
6755,201048,42,ALSACE,49
6756,201048,72,AQUITAINE,39
6757,201048,83,AUVERGNE,9
6758,201048,25,BASSE-NORMANDIE,49
6759,201048,26,BOURGOGNE,37
6760,201048,53,BRETAGNE,49
6761,201048,24,CENTRE,13
6762,201048,21,CHAMPAGNE-ARDENNE,60
6763,201048,94,CORSE,34
6764,201048,43,FRANCHE-COMTE,43
6765,201048,23,HAUTE-NORMANDIE,2
6766,201048,91,LANGUEDOC-ROUSSILLON,60
6767,201048,74,LIMOUSIN,163
6768,201048,41,LORRAINE,16
6769,201048,73,MIDI-PYRENEES,49
6770,201048,31,NORD-PAS-DE-CALAIS,86
6771,201048,52,PAYS-DE-LA-LOIRE,25
6772,201048,22,PICARDIE,52
6773,201048,54,POITOU-CHARENTES,10
6774,201048,93,PROVENCE-ALPES-COTE-D-AZUR,51
6775,201048,11,ILE-DE-FRANCE,76
6776,201048,82,RHONE-ALPES,47
6777,201047,42,ALSACE,29
6778,201047,72,AQUITAINE,12
6779,201047,83,AUVERGNE,6
6780,201047,25,BASSE-NORMANDIE,33
6781,201047,26,BOURGOGNE,12
6782,201047,53,BRETAGNE,41
6783,201047,24,CENTRE,3
6784,201047,21,CHAMPAGNE-ARDENNE,85
6785,201047,94,CORSE,43
6786,201047,43,FRANCHE-COMTE,21
6787,201047,23,HAUTE-NORMANDIE,6
6788,201047,91,LANGUEDOC-ROUSSILLON,53
6789,201047,74,LIMOUSIN,82
6790,201047,41,LORRAINE,12
6791,201047,73,MIDI-PYRENEES,17
6792,201047,31,NORD-PAS-DE-CALAIS,28
6793,201047,52,PAYS-DE-LA-LOIRE,34
6794,201047,22,PICARDIE,70
6795,201047,54,POITOU-CHARENTES,51
6796,201047,93,PROVENCE-ALPES-COTE-D-AZUR,27
6797,201047,11,ILE-DE-FRANCE,62
6798,201047,82,RHONE-ALPES,57
6799,201046,42,ALSACE,88
6800,201046,72,AQUITAINE,0
6801,201046,83,AUVERGNE,0
6802,201046,25,BASSE-NORMANDIE,65
6803,201046,26,BOURGOGNE,10
6804,201046,53,BRETAGNE,69
6805,201046,24,CENTRE,19
6806,201046,21,CHAMPAGNE-ARDENNE,50
6807,201046,94,CORSE,7
6808,201046,43,FRANCHE-COMTE,27
6809,201046,23,HAUTE-NORMANDIE,2
6810,201046,91,LANGUEDOC-ROUSSILLON,24
6811,201046,74,LIMOUSIN,14
6812,201046,41,LORRAINE,14
6813,201046,73,MIDI-PYRENEES,6
6814,201046,31,NORD-PAS-DE-CALAIS,2
6815,201046,52,PAYS-DE-LA-LOIRE,7
6816,201046,22,PICARDIE,10
6817,201046,54,POITOU-CHARENTES,23
6818,201046,93,PROVENCE-ALPES-COTE-D-AZUR,12
6819,201046,11,ILE-DE-FRANCE,22
6820,201046,82,RHONE-ALPES,22
6821,201045,42,ALSACE,41
6822,201045,72,AQUITAINE,0
6823,201045,83,AUVERGNE,4
6824,201045,25,BASSE-NORMANDIE,11
6825,201045,26,BOURGOGNE,0
6826,201045,53,BRETAGNE,67
6827,201045,24,CENTRE,5
6828,201045,21,CHAMPAGNE-ARDENNE,13
6829,201045,94,CORSE,0
6830,201045,43,FRANCHE-COMTE,4
6831,201045,23,HAUTE-NORMANDIE,0
6832,201045,91,LANGUEDOC-ROUSSILLON,5
6833,201045,74,LIMOUSIN,13
6834,201045,41,LORRAINE,23
6835,201045,73,MIDI-PYRENEES,37
6836,201045,31,NORD-PAS-DE-CALAIS,0
6837,201045,52,PAYS-DE-LA-LOIRE,0
6838,201045,22,PICARDIE,4
6839,201045,54,POITOU-CHARENTES,9
6840,201045,93,PROVENCE-ALPES-COTE-D-AZUR,18
6841,201045,11,ILE-DE-FRANCE,6
6842,201045,82,RHONE-ALPES,20
6843,201044,42,ALSACE,28
6844,201044,72,AQUITAINE,32
6845,201044,83,AUVERGNE,3
6846,201044,25,BASSE-NORMANDIE,40
6847,201044,26,BOURGOGNE,0
6848,201044,53,BRETAGNE,71
6849,201044,24,CENTRE,0
6850,201044,21,CHAMPAGNE-ARDENNE,18
6851,201044,94,CORSE,24
6852,201044,43,FRANCHE-COMTE,0
6853,201044,23,HAUTE-NORMANDIE,0
6854,201044,91,LANGUEDOC-ROUSSILLON,0
6855,201044,74,LIMOUSIN,53
6856,201044,41,LORRAINE,10
6857,201044,73,MIDI-PYRENEES,66
6858,201044,31,NORD-PAS-DE-CALAIS,30
6859,201044,52,PAYS-DE-LA-LOIRE,20
6860,201044,22,PICARDIE,0
6861,201044,54,POITOU-CHARENTES,0
6862,201044,93,PROVENCE-ALPES-COTE-D-AZUR,45
6863,201044,11,ILE-DE-FRANCE,19
6864,201044,82,RHONE-ALPES,13
6865,201043,42,ALSACE,128
6866,201043,72,AQUITAINE,8
6867,201043,83,AUVERGNE,14
6868,201043,25,BASSE-NORMANDIE,0
6869,201043,26,BOURGOGNE,0
6870,201043,53,BRETAGNE,36
6871,201043,24,CENTRE,11
6872,201043,21,CHAMPAGNE-ARDENNE,8
6873,201043,94,CORSE,21
6874,201043,43,FRANCHE-COMTE,0
6875,201043,23,HAUTE-NORMANDIE,0
6876,201043,91,LANGUEDOC-ROUSSILLON,0
6877,201043,74,LIMOUSIN,70
6878,201043,41,LORRAINE,16
6879,201043,73,MIDI-PYRENEES,27
6880,201043,31,NORD-PAS-DE-CALAIS,23
6881,201043,52,PAYS-DE-LA-LOIRE,1
6882,201043,22,PICARDIE,0
6883,201043,54,POITOU-CHARENTES,0
6884,201043,93,PROVENCE-ALPES-COTE-D-AZUR,10
6885,201043,11,ILE-DE-FRANCE,19
6886,201043,82,RHONE-ALPES,44
6887,201042,42,ALSACE,74
6888,201042,72,AQUITAINE,18
6889,201042,83,AUVERGNE,21
6890,201042,25,BASSE-NORMANDIE,23
6891,201042,26,BOURGOGNE,16
6892,201042,53,BRETAGNE,47
6893,201042,24,CENTRE,19
6894,201042,21,CHAMPAGNE-ARDENNE,27
6895,201042,94,CORSE,7
6896,201042,43,FRANCHE-COMTE,2
6897,201042,23,HAUTE-NORMANDIE,0
6898,201042,91,LANGUEDOC-ROUSSILLON,57
6899,201042,74,LIMOUSIN,122
6900,201042,41,LORRAINE,56
6901,201042,73,MIDI-PYRENEES,5
6902,201042,31,NORD-PAS-DE-CALAIS,31
6903,201042,52,PAYS-DE-LA-LOIRE,0
6904,201042,22,PICARDIE,8
6905,201042,54,POITOU-CHARENTES,0
6906,201042,93,PROVENCE-ALPES-COTE-D-AZUR,19
6907,201042,11,ILE-DE-FRANCE,38
6908,201042,82,RHONE-ALPES,27
6909,201041,42,ALSACE,23
6910,201041,72,AQUITAINE,37
6911,201041,83,AUVERGNE,11
6912,201041,25,BASSE-NORMANDIE,27
6913,201041,26,BOURGOGNE,4
6914,201041,53,BRETAGNE,65
6915,201041,24,CENTRE,21
6916,201041,21,CHAMPAGNE-ARDENNE,23
6917,201041,94,CORSE,2
6918,201041,43,FRANCHE-COMTE,21
6919,201041,23,HAUTE-NORMANDIE,0
6920,201041,91,LANGUEDOC-ROUSSILLON,50
6921,201041,74,LIMOUSIN,64
6922,201041,41,LORRAINE,15
6923,201041,73,MIDI-PYRENEES,46
6924,201041,31,NORD-PAS-DE-CALAIS,28
6925,201041,52,PAYS-DE-LA-LOIRE,0
6926,201041,22,PICARDIE,6
6927,201041,54,POITOU-CHARENTES,0
6928,201041,93,PROVENCE-ALPES-COTE-D-AZUR,14
6929,201041,11,ILE-DE-FRANCE,15
6930,201041,82,RHONE-ALPES,75
6931,201040,42,ALSACE,12
6932,201040,72,AQUITAINE,25
6933,201040,83,AUVERGNE,6
6934,201040,25,BASSE-NORMANDIE,13
6935,201040,26,BOURGOGNE,6
6936,201040,53,BRETAGNE,41
6937,201040,24,CENTRE,75
6938,201040,21,CHAMPAGNE-ARDENNE,133
6939,201040,94,CORSE,4
6940,201040,43,FRANCHE-COMTE,4
6941,201040,23,HAUTE-NORMANDIE,0
6942,201040,91,LANGUEDOC-ROUSSILLON,40
6943,201040,74,LIMOUSIN,124
6944,201040,41,LORRAINE,0
6945,201040,73,MIDI-PYRENEES,4
6946,201040,31,NORD-PAS-DE-CALAIS,7
6947,201040,52,PAYS-DE-LA-LOIRE,17
6948,201040,22,PICARDIE,0
6949,201040,54,POITOU-CHARENTES,0
6950,201040,93,PROVENCE-ALPES-COTE-D-AZUR,14
6951,201040,11,ILE-DE-FRANCE,22
6952,201040,82,RHONE-ALPES,36
6953,201039,42,ALSACE,27
6954,201039,72,AQUITAINE,19
6955,201039,83,AUVERGNE,14
6956,201039,25,BASSE-NORMANDIE,14
